order_date,region,category,revenue,profit,quantity,month,season
2025-03-10,India,Home & Kitchen,297,74.25,3,3,Spring
2023-11-26,Canada,Toys,59,14.75,1,11,Autumn
2024-09-26,France,Toys,398,99.5,2,9,Autumn
2024-11-04,India,Apparel,59,14.75,1,11,Autumn
2024-10-07,France,Home & Kitchen,198,49.5,2,10,Autumn
2024-05-02,UK,Books,160,40.0,2,5,Spring
2025-08-10,Australia,Home & Kitchen,798,199.5,2,8,Summer
2023-04-17,China,Toys,796,199.0,4,4,Spring
2022-12-07,China,Electronics,899,224.75,1,12,Winter
2023-05-18,USA,Sports,447,111.75,3,5,Spring
2024-07-27,France,Apparel,480,120.0,4,7,Summer
2024-11-25,France,Toys,177,44.25,3,11,Autumn
2025-07-29,UK,Sports,100,25.0,4,7,Summer
2024-04-21,USA,Home & Kitchen,198,49.5,2,4,Spring
2024-05-07,Australia,Electronics,229,57.25,1,5,Spring
2023-01-22,China,Electronics,458,114.5,2,1,Winter
2023-10-18,UK,Electronics,199,49.75,1,10,Autumn
2024-11-12,UK,Toys,995,248.75,5,11,Autumn
2024-12-04,UK,Books,129,32.25,1,12,Winter
2025-07-30,UK,Books,400,100.0,5,7,Summer
2025-03-02,Canada,Sports,745,186.25,5,3,Spring
2024-07-25,Brazil,Electronics,597,149.25,3,7,Summer
2024-12-21,Brazil,Home & Kitchen,798,199.5,2,12,Winter
2023-02-03,India,Books,258,64.5,2,2,Winter
2024-03-21,France,Home & Kitchen,399,99.75,1,3,Spring
2024-10-09,UK,Books,516,129.0,4,10,Autumn
2024-10-26,Germany,Apparel,118,29.5,2,10,Autumn
2023-04-03,Canada,Sports,100,25.0,4,4,Spring
2025-02-21,China,Electronics,4495,1123.75,5,2,Winter
2025-07-27,USA,Toys,118,29.5,2,7,Summer
2024-07-10,UK,Sports,745,186.25,5,7,Summer
2023-05-09,Brazil,Sports,447,111.75,3,5,Spring
2025-01-10,Japan,Books,160,40.0,2,1,Winter
2023-02-08,Germany,Toys,236,59.0,4,2,Winter
2025-01-06,India,Sports,447,111.75,3,1,Winter
2025-02-12,Germany,Electronics,199,49.75,1,2,Winter
2024-07-15,UK,Electronics,4995,1248.75,5,7,Summer
2025-03-28,Germany,Electronics,899,224.75,1,3,Spring
2024-09-22,Brazil,Apparel,120,30.0,1,9,Autumn
2023-04-09,China,Books,129,32.25,1,4,Spring
2024-06-13,China,Electronics,398,99.5,2,6,Summer
2022-11-20,China,Sports,125,31.25,5,11,Autumn
2022-10-22,Canada,Apparel,440,110.0,4,10,Autumn
2025-05-12,Brazil,Toys,295,73.75,5,5,Spring
2024-05-27,France,Home & Kitchen,297,74.25,3,5,Spring
2023-04-21,UK,Toys,597,149.25,3,4,Spring
2023-06-11,Canada,Apparel,360,90.0,3,6,Summer
2024-05-26,Australia,Toys,59,14.75,1,5,Spring
2022-09-21,China,Sports,50,12.5,2,9,Autumn
2023-12-28,UK,Apparel,118,29.5,2,12,Winter
2024-07-22,UK,Apparel,120,30.0,1,7,Summer
2023-10-28,Brazil,Electronics,796,199.0,4,10,Autumn
2024-12-30,France,Sports,100,25.0,4,12,Winter
2024-07-04,India,Electronics,3996,999.0,4,7,Summer
2024-05-14,UK,Electronics,199,49.75,1,5,Spring
2024-08-22,India,Sports,100,25.0,4,8,Summer
2024-01-23,USA,Electronics,597,149.25,3,1,Winter
2025-05-27,France,Apparel,360,90.0,3,5,Spring
2023-09-30,Brazil,Home & Kitchen,798,199.5,2,9,Autumn
2022-12-03,Brazil,Toys,597,149.25,3,12,Winter
2025-02-17,Canada,Sports,75,18.75,3,2,Winter
2024-01-31,Australia,Home & Kitchen,198,49.5,2,1,Winter
2022-10-03,UK,Books,80,20.0,1,10,Autumn
2022-12-26,India,Electronics,4495,1123.75,5,12,Winter
2023-07-13,UK,Sports,596,149.0,4,7,Summer
2024-07-13,Germany,Electronics,4495,1123.75,5,7,Summer
2023-06-02,China,Electronics,1998,499.5,2,6,Summer
2025-02-25,China,Sports,149,37.25,1,2,Winter
2025-03-20,India,Apparel,236,59.0,4,3,Spring
2024-08-09,USA,Sports,75,18.75,3,8,Summer
2023-07-06,Japan,Electronics,796,199.0,4,7,Summer
2023-09-05,Germany,Apparel,600,150.0,5,9,Autumn
2022-10-04,Brazil,Electronics,1145,286.25,5,10,Autumn
2022-11-11,France,Electronics,2997,749.25,3,11,Autumn
2024-11-19,France,Home & Kitchen,198,49.5,2,11,Autumn
2024-08-18,UK,Home & Kitchen,1596,399.0,4,8,Summer
2023-12-14,China,Electronics,199,49.75,1,12,Winter
2024-02-04,Australia,Toys,995,248.75,5,2,Winter
2022-12-29,Japan,Home & Kitchen,297,74.25,3,12,Winter
2023-10-25,China,Books,387,96.75,3,10,Autumn
2025-07-08,Japan,Books,80,20.0,1,7,Summer
2024-09-28,Canada,Electronics,2697,674.25,3,9,Autumn
2022-10-03,Australia,Apparel,120,30.0,1,10,Autumn
2025-05-09,Brazil,Apparel,220,55.0,2,5,Spring
2023-08-25,Brazil,Electronics,999,249.75,1,8,Summer
2022-10-30,France,Apparel,236,59.0,4,10,Autumn
2025-03-13,Australia,Home & Kitchen,1596,399.0,4,3,Spring
2022-11-23,Brazil,Home & Kitchen,399,99.75,1,11,Autumn
2024-07-28,Australia,Sports,745,186.25,5,7,Summer
2024-02-25,Canada,Electronics,199,49.75,1,2,Winter
2024-06-01,Australia,Apparel,295,73.75,5,6,Summer
2023-04-07,UK,Sports,50,12.5,2,4,Spring
2023-06-14,China,Toys,597,149.25,3,6,Summer
2024-06-07,Brazil,Apparel,59,14.75,1,6,Summer
2023-05-06,India,Books,240,60.0,3,5,Spring
2024-06-27,Canada,Sports,298,74.5,2,6,Summer
2022-10-07,China,Books,129,32.25,1,10,Autumn
2023-04-04,Canada,Books,400,100.0,5,4,Spring
2023-10-10,Japan,Apparel,480,120.0,4,10,Autumn
2023-01-15,China,Sports,447,111.75,3,1,Winter
2025-06-22,UK,Books,80,20.0,1,6,Summer
2023-12-08,Australia,Apparel,110,27.5,1,12,Winter
2023-09-03,UK,Electronics,999,249.75,1,9,Autumn
2023-10-17,China,Books,258,64.5,2,10,Autumn
2022-09-21,Brazil,Books,516,129.0,4,9,Autumn
2024-12-11,Brazil,Books,400,100.0,5,12,Winter
2024-04-14,Brazil,Electronics,1145,286.25,5,4,Spring
2024-10-07,USA,Books,80,20.0,1,10,Autumn
2023-12-08,USA,Electronics,597,149.25,3,12,Winter
2023-01-31,Brazil,Books,258,64.5,2,1,Winter
2023-02-05,USA,Home & Kitchen,1596,399.0,4,2,Winter
2025-07-05,USA,Electronics,458,114.5,2,7,Summer
2025-05-27,Germany,Toys,398,99.5,2,5,Spring
2024-01-11,Japan,Toys,199,49.75,1,1,Winter
2024-01-03,Australia,Books,258,64.5,2,1,Winter
2023-12-31,Brazil,Home & Kitchen,1995,498.75,5,12,Winter
2023-10-06,Brazil,Sports,298,74.5,2,10,Autumn
2022-11-13,India,Toys,59,14.75,1,11,Autumn
2024-06-01,Japan,Apparel,240,60.0,2,6,Summer
2025-02-27,USA,Sports,596,149.0,4,2,Winter
2024-05-05,Australia,Sports,50,12.5,2,5,Spring
2024-02-17,Australia,Apparel,59,14.75,1,2,Winter
2022-12-27,Japan,Sports,75,18.75,3,12,Winter
2024-10-27,UK,Books,516,129.0,4,10,Autumn
2024-08-03,China,Home & Kitchen,495,123.75,5,8,Summer
2024-10-15,Canada,Home & Kitchen,198,49.5,2,10,Autumn
2024-06-15,Japan,Electronics,995,248.75,5,6,Summer
2023-11-22,China,Electronics,899,224.75,1,11,Autumn
2025-02-05,India,Electronics,995,248.75,5,2,Winter
2024-09-15,USA,Books,645,161.25,5,9,Autumn
2023-07-24,India,Electronics,3996,999.0,4,7,Summer
2023-08-12,Germany,Books,80,20.0,1,8,Summer
2023-01-31,Japan,Toys,59,14.75,1,1,Winter
2024-02-29,India,Apparel,59,14.75,1,2,Winter
2025-04-07,Germany,Apparel,440,110.0,4,4,Spring
2024-10-29,China,Sports,149,37.25,1,10,Autumn
2024-04-21,Brazil,Books,320,80.0,4,4,Spring
2022-11-05,India,Home & Kitchen,1995,498.75,5,11,Autumn
2024-11-08,Brazil,Electronics,2997,749.25,3,11,Autumn
2023-04-01,Australia,Sports,447,111.75,3,4,Spring
2025-06-03,Germany,Apparel,440,110.0,4,6,Summer
2025-02-20,Brazil,Electronics,4495,1123.75,5,2,Winter
2024-02-15,Japan,Sports,447,111.75,3,2,Winter
2024-11-14,Canada,Electronics,899,224.75,1,11,Autumn
2024-10-25,Japan,Sports,25,6.25,1,10,Autumn
2024-02-02,China,Apparel,440,110.0,4,2,Winter
2023-04-09,France,Home & Kitchen,399,99.75,1,4,Spring
2024-04-10,USA,Apparel,480,120.0,4,4,Spring
2023-12-03,China,Home & Kitchen,798,199.5,2,12,Winter
2024-04-02,France,Apparel,440,110.0,4,4,Spring
2024-09-27,USA,Sports,50,12.5,2,9,Autumn
2023-02-20,Brazil,Books,80,20.0,1,2,Winter
2023-04-18,Brazil,Toys,177,44.25,3,4,Spring
2025-07-22,Japan,Toys,995,248.75,5,7,Summer
2023-03-22,UK,Electronics,1145,286.25,5,3,Spring
2023-05-06,UK,Sports,125,31.25,5,5,Spring
2023-09-13,Canada,Sports,745,186.25,5,9,Autumn
2025-01-30,France,Apparel,120,30.0,1,1,Winter
2025-07-19,UK,Sports,447,111.75,3,7,Summer
2024-01-13,France,Apparel,240,60.0,2,1,Winter
2023-06-06,France,Home & Kitchen,198,49.5,2,6,Summer
2024-11-02,China,Sports,75,18.75,3,11,Autumn
2024-03-05,Australia,Apparel,110,27.5,1,3,Spring
2024-09-27,Japan,Electronics,4495,1123.75,5,9,Autumn
2023-07-19,Australia,Apparel,220,55.0,2,7,Summer
2023-03-10,France,Books,400,100.0,5,3,Spring
2022-09-08,Australia,Books,258,64.5,2,9,Autumn
2024-03-24,USA,Electronics,2997,749.25,3,3,Spring
2023-03-14,China,Toys,295,73.75,5,3,Spring
2024-09-22,Japan,Home & Kitchen,798,199.5,2,9,Autumn
2025-07-18,Canada,Toys,59,14.75,1,7,Summer
2024-03-16,Canada,Toys,597,149.25,3,3,Spring
2024-04-30,China,Books,240,60.0,3,4,Spring
2025-07-19,Germany,Apparel,550,137.5,5,7,Summer
2025-05-01,France,Electronics,796,199.0,4,5,Spring
2022-10-16,UK,Apparel,330,82.5,3,10,Autumn
2023-12-21,Japan,Sports,596,149.0,4,12,Winter
2023-04-14,Germany,Books,320,80.0,4,4,Spring
2023-02-16,USA,Electronics,2697,674.25,3,2,Winter
2024-05-19,Australia,Sports,100,25.0,4,5,Spring
2022-12-18,Brazil,Electronics,2997,749.25,3,12,Winter
2025-02-08,Brazil,Apparel,118,29.5,2,2,Winter
2022-08-30,China,Apparel,600,150.0,5,8,Summer
2024-02-17,USA,Electronics,2697,674.25,3,2,Winter
2025-01-26,France,Electronics,999,249.75,1,1,Winter
2024-01-07,USA,Sports,125,31.25,5,1,Winter
2023-07-25,Germany,Toys,177,44.25,3,7,Summer
2024-07-03,Germany,Home & Kitchen,798,199.5,2,7,Summer
2025-04-12,India,Electronics,687,171.75,3,4,Spring
2024-11-14,France,Sports,149,37.25,1,11,Autumn
2024-08-09,Brazil,Apparel,480,120.0,4,8,Summer
2022-12-22,UK,Electronics,458,114.5,2,12,Winter
2023-06-05,France,Toys,59,14.75,1,6,Summer
2025-01-06,India,Home & Kitchen,399,99.75,1,1,Winter
2024-11-29,USA,Toys,597,149.25,3,11,Autumn
2022-11-28,Japan,Toys,118,29.5,2,11,Autumn
2023-11-18,Japan,Apparel,177,44.25,3,11,Autumn
2024-10-25,Australia,Books,320,80.0,4,10,Autumn
2023-01-31,Germany,Sports,298,74.5,2,1,Winter
2024-06-05,China,Apparel,220,55.0,2,6,Summer
2023-11-25,China,Home & Kitchen,798,199.5,2,11,Autumn
2023-12-10,Australia,Books,645,161.25,5,12,Winter
2023-01-06,UK,Home & Kitchen,99,24.75,1,1,Winter
2025-02-12,Brazil,Home & Kitchen,798,199.5,2,2,Winter
2022-11-11,Australia,Toys,236,59.0,4,11,Autumn
2023-11-02,Japan,Books,80,20.0,1,11,Autumn
2023-03-29,India,Electronics,999,249.75,1,3,Spring
2025-02-27,India,Sports,298,74.5,2,2,Winter
2023-06-23,France,Apparel,360,90.0,3,6,Summer
2025-02-21,France,Apparel,480,120.0,4,2,Winter
2023-06-23,China,Electronics,597,149.25,3,6,Summer
2025-05-31,Japan,Electronics,458,114.5,2,5,Spring
2024-04-07,China,Home & Kitchen,99,24.75,1,4,Spring
2024-05-31,USA,Apparel,550,137.5,5,5,Spring
2025-06-13,Germany,Apparel,550,137.5,5,6,Summer
2025-03-16,Australia,Books,516,129.0,4,3,Spring
2023-12-15,Brazil,Books,258,64.5,2,12,Winter
2023-05-26,Brazil,Home & Kitchen,495,123.75,5,5,Spring
2022-11-13,Japan,Apparel,177,44.25,3,11,Autumn
2025-07-13,China,Toys,295,73.75,5,7,Summer
2022-11-21,Brazil,Electronics,916,229.0,4,11,Autumn
2023-12-17,India,Home & Kitchen,399,99.75,1,12,Winter
2025-04-02,Canada,Sports,149,37.25,1,4,Spring
2024-05-16,China,Toys,796,199.0,4,5,Spring
2025-04-18,Canada,Sports,50,12.5,2,4,Spring
2023-10-15,India,Apparel,330,82.5,3,10,Autumn
2025-05-26,India,Apparel,330,82.5,3,5,Spring
2022-09-27,India,Books,516,129.0,4,9,Autumn
2022-11-22,Brazil,Home & Kitchen,798,199.5,2,11,Autumn
2024-04-16,Brazil,Electronics,899,224.75,1,4,Spring
2024-11-18,China,Home & Kitchen,1596,399.0,4,11,Autumn
2023-10-23,China,Books,160,40.0,2,10,Autumn
2025-04-21,Australia,Apparel,118,29.5,2,4,Spring
2025-02-16,China,Apparel,236,59.0,4,2,Winter
2024-12-27,Australia,Sports,298,74.5,2,12,Winter
2025-06-29,Australia,Apparel,220,55.0,2,6,Summer
2025-06-17,UK,Books,516,129.0,4,6,Summer
2023-07-23,India,Electronics,3596,899.0,4,7,Summer
2025-04-01,Brazil,Books,400,100.0,5,4,Spring
2025-04-26,UK,Apparel,440,110.0,4,4,Spring
2024-11-08,USA,Toys,995,248.75,5,11,Autumn
2024-03-20,USA,Books,240,60.0,3,3,Spring
2022-12-26,China,Toys,597,149.25,3,12,Winter
2022-10-22,Brazil,Electronics,1145,286.25,5,10,Autumn
2024-06-10,Japan,Electronics,3596,899.0,4,6,Summer
2022-11-07,Australia,Books,160,40.0,2,11,Autumn
2023-05-17,Canada,Apparel,480,120.0,4,5,Spring
2024-11-28,France,Books,645,161.25,5,11,Autumn
2023-12-12,India,Sports,100,25.0,4,12,Winter
2024-12-08,Brazil,Books,258,64.5,2,12,Winter
2023-05-01,Canada,Home & Kitchen,1995,498.75,5,5,Spring
2024-10-13,UK,Electronics,995,248.75,5,10,Autumn
2023-05-01,USA,Home & Kitchen,1596,399.0,4,5,Spring
2024-10-24,Germany,Sports,25,6.25,1,10,Autumn
2024-12-01,Australia,Books,387,96.75,3,12,Winter
2025-05-24,Japan,Toys,796,199.0,4,5,Spring
2024-11-18,Germany,Electronics,3996,999.0,4,11,Autumn
2023-11-23,Brazil,Apparel,118,29.5,2,11,Autumn
2025-08-10,Germany,Electronics,899,224.75,1,8,Summer
2024-03-21,UK,Toys,796,199.0,4,3,Spring
2022-11-24,Brazil,Electronics,916,229.0,4,11,Autumn
2023-02-13,Australia,Electronics,995,248.75,5,2,Winter
2025-04-14,Japan,Sports,149,37.25,1,4,Spring
2024-07-13,UK,Electronics,916,229.0,4,7,Summer
2024-01-03,Australia,Apparel,118,29.5,2,1,Winter
2022-11-27,Canada,Books,320,80.0,4,11,Autumn
2024-10-11,France,Electronics,3596,899.0,4,10,Autumn
2023-04-04,France,Home & Kitchen,1596,399.0,4,4,Spring
2024-03-23,Australia,Apparel,118,29.5,2,3,Spring
2024-02-19,Brazil,Books,160,40.0,2,2,Winter
2025-01-15,Japan,Books,129,32.25,1,1,Winter
2024-12-24,Germany,Apparel,550,137.5,5,12,Winter
2023-09-30,China,Electronics,1998,499.5,2,9,Autumn
2024-08-06,USA,Sports,100,25.0,4,8,Summer
2023-02-12,Germany,Sports,125,31.25,5,2,Winter
2023-08-31,France,Sports,149,37.25,1,8,Summer
2023-10-08,UK,Electronics,398,99.5,2,10,Autumn
2022-11-09,Japan,Books,160,40.0,2,11,Autumn
2025-02-02,Japan,Sports,298,74.5,2,2,Winter
2025-04-27,Brazil,Apparel,600,150.0,5,4,Spring
2025-02-19,Canada,Toys,59,14.75,1,2,Winter
2022-10-19,Brazil,Books,80,20.0,1,10,Autumn
2024-06-05,UK,Sports,50,12.5,2,6,Summer
2023-12-01,UK,Sports,125,31.25,5,12,Winter
2023-08-02,USA,Home & Kitchen,297,74.25,3,8,Summer
2023-07-06,Australia,Toys,398,99.5,2,7,Summer
2024-07-09,India,Electronics,4995,1248.75,5,7,Summer
2022-09-18,UK,Electronics,597,149.25,3,9,Autumn
2025-06-18,India,Electronics,398,99.5,2,6,Summer
2024-04-23,UK,Electronics,916,229.0,4,4,Spring
2024-03-15,Japan,Electronics,687,171.75,3,3,Spring
2024-06-14,Australia,Books,400,100.0,5,6,Summer
2024-03-14,China,Sports,50,12.5,2,3,Spring
2024-05-29,India,Apparel,440,110.0,4,5,Spring
2024-09-29,Canada,Books,387,96.75,3,9,Autumn
2024-05-05,France,Sports,50,12.5,2,5,Spring
2024-04-14,China,Sports,75,18.75,3,4,Spring
2024-07-03,Brazil,Sports,149,37.25,1,7,Summer
2023-11-06,Brazil,Electronics,3596,899.0,4,11,Autumn
2024-10-14,France,Books,645,161.25,5,10,Autumn
2025-07-17,Germany,Apparel,360,90.0,3,7,Summer
2024-05-04,China,Apparel,480,120.0,4,5,Spring
2025-04-14,Australia,Books,516,129.0,4,4,Spring
2023-07-08,Japan,Home & Kitchen,99,24.75,1,7,Summer
2025-05-07,France,Apparel,550,137.5,5,5,Spring
2023-10-29,India,Toys,118,29.5,2,10,Autumn
2023-12-31,Australia,Electronics,3996,999.0,4,12,Winter
2024-02-27,Germany,Electronics,597,149.25,3,2,Winter
2025-07-31,Germany,Electronics,1145,286.25,5,7,Summer
2025-03-10,India,Books,387,96.75,3,3,Spring
2024-08-22,India,Toys,398,99.5,2,8,Summer
2022-10-05,Germany,Apparel,240,60.0,2,10,Autumn
2024-09-24,USA,Electronics,4995,1248.75,5,9,Autumn
2024-05-19,Australia,Toys,295,73.75,5,5,Spring
2023-01-07,China,Home & Kitchen,798,199.5,2,1,Winter
2023-01-05,France,Electronics,3996,999.0,4,1,Winter
2023-02-03,India,Sports,745,186.25,5,2,Winter
2024-02-15,Australia,Electronics,4995,1248.75,5,2,Winter
2025-06-22,Japan,Electronics,899,224.75,1,6,Summer
2022-10-30,Australia,Sports,596,149.0,4,10,Autumn
2025-04-09,Japan,Electronics,4995,1248.75,5,4,Spring
2023-09-09,Brazil,Home & Kitchen,396,99.0,4,9,Autumn
2023-12-23,France,Books,80,20.0,1,12,Winter
2024-11-03,Brazil,Sports,100,25.0,4,11,Autumn
2024-04-09,Japan,Home & Kitchen,1596,399.0,4,4,Spring
2025-07-11,USA,Apparel,360,90.0,3,7,Summer
2024-08-23,China,Electronics,999,249.75,1,8,Summer
2023-11-30,India,Home & Kitchen,198,49.5,2,11,Autumn
2023-02-10,Brazil,Apparel,120,30.0,1,2,Winter
2023-10-21,Australia,Electronics,1998,499.5,2,10,Autumn
2024-07-05,Germany,Toys,236,59.0,4,7,Summer
2023-04-21,China,Books,387,96.75,3,4,Spring
2024-10-16,France,Apparel,600,150.0,5,10,Autumn
2022-11-11,UK,Toys,398,99.5,2,11,Autumn
2024-02-25,Canada,Apparel,330,82.5,3,2,Winter
2024-03-17,France,Apparel,118,29.5,2,3,Spring
2023-07-08,Brazil,Electronics,2997,749.25,3,7,Summer
2023-07-05,USA,Electronics,4495,1123.75,5,7,Summer
2022-11-20,France,Apparel,600,150.0,5,11,Autumn
2023-01-16,UK,Electronics,916,229.0,4,1,Winter
2024-11-15,Australia,Electronics,3996,999.0,4,11,Autumn
2024-11-13,Germany,Books,387,96.75,3,11,Autumn
2024-03-14,Australia,Electronics,458,114.5,2,3,Spring
2023-08-11,Canada,Toys,995,248.75,5,8,Summer
2024-01-08,Japan,Apparel,440,110.0,4,1,Winter
2024-05-20,USA,Apparel,110,27.5,1,5,Spring
2024-09-11,Australia,Apparel,110,27.5,1,9,Autumn
2022-09-13,Australia,Electronics,4495,1123.75,5,9,Autumn
2024-01-12,Brazil,Home & Kitchen,198,49.5,2,1,Winter
2024-04-19,Canada,Home & Kitchen,495,123.75,5,4,Spring
2024-07-28,Brazil,Toys,995,248.75,5,7,Summer
2025-03-20,Japan,Sports,596,149.0,4,3,Spring
2023-04-07,Canada,Sports,745,186.25,5,4,Spring
2023-03-25,India,Sports,298,74.5,2,3,Spring
2023-09-14,USA,Home & Kitchen,495,123.75,5,9,Autumn
2023-02-23,Canada,Home & Kitchen,495,123.75,5,2,Winter
2024-08-11,Japan,Electronics,2697,674.25,3,8,Summer
2024-07-29,Australia,Apparel,120,30.0,1,7,Summer
2025-01-06,Australia,Apparel,480,120.0,4,1,Winter
2024-10-29,China,Apparel,118,29.5,2,10,Autumn
2023-09-28,UK,Electronics,458,114.5,2,9,Autumn
2022-08-28,Japan,Books,129,32.25,1,8,Summer
2025-01-17,UK,Apparel,480,120.0,4,1,Winter
2025-04-20,Germany,Electronics,916,229.0,4,4,Spring
2023-08-11,Australia,Apparel,118,29.5,2,8,Summer
2025-02-20,USA,Home & Kitchen,1596,399.0,4,2,Winter
2023-04-05,France,Electronics,597,149.25,3,4,Spring
2024-05-11,India,Electronics,1798,449.5,2,5,Spring
2024-05-19,India,Apparel,295,73.75,5,5,Spring
2022-12-27,India,Toys,597,149.25,3,12,Winter
2024-12-13,France,Electronics,398,99.5,2,12,Winter
2023-06-27,India,Sports,298,74.5,2,6,Summer
2022-12-28,Japan,Sports,125,31.25,5,12,Winter
2022-12-09,China,Electronics,3596,899.0,4,12,Winter
2023-07-27,USA,Books,516,129.0,4,7,Summer
2023-08-15,China,Electronics,229,57.25,1,8,Summer
2025-07-11,Australia,Home & Kitchen,99,24.75,1,7,Summer
2023-01-04,Germany,Sports,447,111.75,3,1,Winter
2023-02-26,China,Electronics,398,99.5,2,2,Winter
2024-02-18,Canada,Books,387,96.75,3,2,Winter
2022-09-03,Australia,Books,645,161.25,5,9,Autumn
2023-11-01,UK,Home & Kitchen,798,199.5,2,11,Autumn
2024-09-13,Canada,Toys,118,29.5,2,9,Autumn
2023-05-15,Japan,Toys,118,29.5,2,5,Spring
2023-11-13,France,Sports,50,12.5,2,11,Autumn
2023-06-22,France,Electronics,916,229.0,4,6,Summer
2024-09-02,Japan,Electronics,796,199.0,4,9,Autumn
2023-03-31,France,Toys,118,29.5,2,3,Spring
2024-06-11,Japan,Electronics,3596,899.0,4,6,Summer
2025-04-01,Germany,Electronics,899,224.75,1,4,Spring
2024-08-03,India,Home & Kitchen,396,99.0,4,8,Summer
2023-11-20,India,Electronics,398,99.5,2,11,Autumn
2025-02-06,France,Sports,125,31.25,5,2,Winter
2023-11-21,France,Apparel,480,120.0,4,11,Autumn
2023-02-01,UK,Home & Kitchen,1596,399.0,4,2,Winter
2023-08-06,Japan,Electronics,458,114.5,2,8,Summer
2024-07-10,China,Apparel,440,110.0,4,7,Summer
2023-08-03,Australia,Books,387,96.75,3,8,Summer
2023-02-13,Brazil,Electronics,199,49.75,1,2,Winter
2022-10-11,Japan,Electronics,458,114.5,2,10,Autumn
2024-03-05,Canada,Toys,295,73.75,5,3,Spring
2023-10-31,Brazil,Toys,995,248.75,5,10,Autumn
2024-05-17,Canada,Home & Kitchen,798,199.5,2,5,Spring
2025-02-17,Germany,Apparel,440,110.0,4,2,Winter
2023-08-08,Germany,Home & Kitchen,297,74.25,3,8,Summer
2024-09-05,USA,Books,258,64.5,2,9,Autumn
2025-03-18,Canada,Apparel,550,137.5,5,3,Spring
2025-04-24,Japan,Home & Kitchen,1596,399.0,4,4,Spring
2024-05-30,UK,Home & Kitchen,399,99.75,1,5,Spring
2024-02-07,Japan,Electronics,229,57.25,1,2,Winter
2024-06-16,Brazil,Books,240,60.0,3,6,Summer
2024-09-30,USA,Apparel,295,73.75,5,9,Autumn
2025-06-04,UK,Books,258,64.5,2,6,Summer
2022-10-18,UK,Electronics,2697,674.25,3,10,Autumn
2022-09-13,Japan,Electronics,916,229.0,4,9,Autumn
2024-03-15,USA,Toys,177,44.25,3,3,Spring
2024-05-19,China,Sports,75,18.75,3,5,Spring
2024-10-13,China,Electronics,4495,1123.75,5,10,Autumn
2024-01-18,Germany,Electronics,4995,1248.75,5,1,Winter
2023-10-16,France,Apparel,330,82.5,3,10,Autumn
2022-11-11,UK,Electronics,1998,499.5,2,11,Autumn
2022-12-04,China,Apparel,440,110.0,4,12,Winter
2025-06-01,Germany,Electronics,796,199.0,4,6,Summer
2024-07-20,USA,Electronics,229,57.25,1,7,Summer
2025-05-01,Australia,Toys,398,99.5,2,5,Spring
2025-08-15,India,Toys,199,49.75,1,8,Summer
2024-10-12,UK,Apparel,120,30.0,1,10,Autumn
2024-02-20,India,Home & Kitchen,396,99.0,4,2,Winter
2024-12-03,USA,Apparel,177,44.25,3,12,Winter
2023-01-18,China,Electronics,229,57.25,1,1,Winter
2023-04-25,France,Electronics,1145,286.25,5,4,Spring
2024-04-25,Canada,Sports,447,111.75,3,4,Spring
2025-02-25,Canada,Electronics,4495,1123.75,5,2,Winter
2023-02-06,UK,Electronics,916,229.0,4,2,Winter
2024-01-07,India,Sports,298,74.5,2,1,Winter
2025-06-30,Canada,Electronics,687,171.75,3,6,Summer
2023-03-29,China,Apparel,600,150.0,5,3,Spring
2025-04-27,Australia,Home & Kitchen,1596,399.0,4,4,Spring
2022-12-16,France,Apparel,236,59.0,4,12,Winter
2023-07-27,France,Electronics,2697,674.25,3,7,Summer
2024-10-18,India,Sports,298,74.5,2,10,Autumn
2025-05-31,France,Home & Kitchen,399,99.75,1,5,Spring
2023-09-21,Brazil,Electronics,597,149.25,3,9,Autumn
2024-08-25,Japan,Toys,177,44.25,3,8,Summer
2025-02-04,Japan,Electronics,796,199.0,4,2,Winter
2022-11-16,China,Electronics,229,57.25,1,11,Autumn
2025-03-17,Germany,Toys,199,49.75,1,3,Spring
2022-11-02,Australia,Books,129,32.25,1,11,Autumn
2024-08-14,USA,Electronics,229,57.25,1,8,Summer
2023-08-13,China,Home & Kitchen,495,123.75,5,8,Summer
2023-02-05,Australia,Home & Kitchen,99,24.75,1,2,Winter
2023-01-11,China,Books,129,32.25,1,1,Winter
2024-08-10,USA,Books,129,32.25,1,8,Summer
2024-08-20,Australia,Books,129,32.25,1,8,Summer
2024-11-22,USA,Electronics,2697,674.25,3,11,Autumn
2024-10-21,Germany,Apparel,120,30.0,1,10,Autumn
2025-07-08,USA,Apparel,600,150.0,5,7,Summer
2023-10-22,France,Apparel,118,29.5,2,10,Autumn
2025-03-12,UK,Electronics,458,114.5,2,3,Spring
2025-08-03,Germany,Books,400,100.0,5,8,Summer
2024-07-31,China,Apparel,440,110.0,4,7,Summer
2023-05-24,UK,Apparel,440,110.0,4,5,Spring
2024-05-29,Canada,Apparel,236,59.0,4,5,Spring
2023-05-21,Brazil,Apparel,120,30.0,1,5,Spring
2025-01-10,Germany,Toys,236,59.0,4,1,Winter
2024-11-30,USA,Electronics,3996,999.0,4,11,Autumn
2024-03-11,India,Apparel,220,55.0,2,3,Spring
2025-01-22,UK,Electronics,2697,674.25,3,1,Winter
2022-11-30,France,Toys,295,73.75,5,11,Autumn
